2831:19322,73635,40422,122227,53740,43202,31152,14366,103877,957
2846:118454,84757,80366,70525,46842,24207,13493,117925,97370,8718
2848:77987,68165,44526,96846,83307,120120,114104,27004,83582,73205
2853:5738,18850,83814,68624,86461,698,5550,38736,34823,3081
2854:71185,68084,51945,51124,38745,42909,108056,50974,45422,116322
2857:67034,66025,39979,13769,122823,122189,109472,109082,100747,112946
2858:93664,91786,8744,73097,67598,53708,53185,42302,36480,31036
2861:83372,80073,73679,68210,18183,68246,76253,28631,93202,79756
2871:33872,116897,69659,46702,28932,24273,118566,115959,59428,36404
2907:115235,66668,102413,61337,58183,33991,13513,73861,117982,105000
2912:88884,41814,18953,84255,65014,51852,79849,45642,3316,2934
2914:90109,68847,57478,24135,106525,97230,76721,54702,46371,82790
2924:99962,99334,95780,89571,86940,80740,77041,7678,74721,6441
2925:79576,7014,57293,41508,35828,10999,106900,78737,74917,74325
2947:5875,577,116261,108276,101699,8643,46125,96187,90863,82006
2951:99399,7803,51550,3,285,2745,12712,11919,1184,966
2959:88720,78727,52060,48725,46118,10470,97837,67850,57743,53192
2960:107973,96666,74095,60504,26171,100665,70414,65406,61288,115175
2963:63652,22899,28369,21460,8004,77798,78921,40869,53159,112554
2965:57868,57034,46210,39796,106585,986,92012,86872,17317,29174
2967:93423,84793,80235,56590,42336,34957,26597,12461,122456,119028
2970:68239,96965,78571,70589,13538,120053,116122,20949,9879,111565
2977:57638,96196,8227,4334,11623,113470,95686,74317,70097,58903
2981:20025,68233,78343,65881,45312,112368,48648,22366,20901,116307
2989:73419,24853,90783,85677,74086,73818,32179,102345,89194,70754
2990:97217,77921,53100,50448,29727,24319,17966,13392,11490,103762
3004:35164,14676,13723,68820,13332,116457,440,97235,88141,86801
3011:85653,84226,82143,64626,61169,60955,55993,52389,52257,48934
3013:61642,109060,98090,86910,85144,8348,81123,53372,51662,51319
3038:16258,50306,93011,75597,64487,47404,17448,119777,104494,101277
3044:40653,90545,48640,118287,116729,115043,114676,95412,79646,54570
3070:92483,80621,4744,21474,13792,102308,95042,69634,64867,91652
3081:49789,3312,87725,69339,6424,61019,52859,38235,36319,33729
3100:123322,93171,64256,104202,68233,90285,68045,43752,118641,41106
3102:97086,3922,37827,28357,13331,11526,1205,660,99758,77850
3105:71362,6832,58393,102258,102186,87858,8342,81208,54275,39028
3107:62843,112493,66616,74845,95765,67302,58679,57761,4590,1015
3110:88953,85593,102841,65834,49966,56411,21090,13039,80248,6769
3111:81032,114931,53315,49428,29378,93927,23885,96689,88556,71756
3113:61478,23989,24599,121801,73308,44345,39135,29493,28163,20323
3121:48479,81013,66172,48360,81031,63081,54924,51938,16445,20025
3125:82080,45905,18932,118142,98558,79551,71388,68834,25636,15316
3129:31785,97943,52535,47220,29272,89581,89284,7490,66158,63550
3139:99862,99791,99726,99669,99365,99103,99090,98847,978,97099
3144:10380,89378,8324,54664,37884,119224,92590,8637,80463,41922
3152:98490,80254,121183,113395,46196,37010,92981,8540,65288,64025
3167:97763,96215,78779,54300,20382,112477,79906,78353,77563,73392
3169:98589,91541,7961,70669,70407,116834,100036,55604,73651,59543
3170:67418,43421,41068,35818,30372,2680,119768,119323,114588,104068
3172:97518,89633,51977,79109,73779,37725,19416,120911,61210,102105
3176:63220,58333,78343,65881,45312,112368,68233,73792,69161,41808
3183:57952,38726,109566,71399,55510,33165,32376,63375,97307,77044
3184:53060,5145,14452,111704,108727,8935,79612,68413,6021,52145
3193:82146,56788,45728,112402,99920,94167,64072,62223,42569,32478
3195:94209,80847,6995,6826,64355,62994,53709,52802,24460,121268
3220:43752,118641,17691,14594,73635,13044,68233,78574,114518,30560
3229:9396,53452,42170,33118,17706,102919,7372,48585,42009,27648
3234:29183,59223,8429,52065,102936,89048,9806,92132,872,65788
3237:17302,94914,88750,69730,6536,35916,35600,21868,107602,104201
3238:68087,57068,41539,118539,111668,106043,102141,94275,65901,31955
3239:87289,111614,26661,265,90116,63340,31152,113405,60209,59691
3246:36565,11478,96407,93268,6825,64646,48045,46275,114121,104394
3258:77987,68165,44526,66652,110621,104389,98107,59196,57615,46562
3263:78847,42413,69468,108701,107629,20608,107761,27460,98888,9552
3277:104241,90348,79845,58737,41188,24317,16953,114626,73133,98578
3279:8556,73367,53990,43214,40869,106597,52663,41423,112692,102284
3295:91852,83739,86566,79246,57662,35351,109621,98900,87472,84982
3305:81288,457,39695,30848,3030,13532,117632,1175,113727,110485
3306:63514,51021,7165,89882,78705,7011,5901,54456,44385,39081
3308:60899,35248,117430,88060,78852,6633,27911,113798,110885,33599
3309:85010,82738,8165,76037,75843,72033,43957,120708,107881,107631
3320:36967,16850,94319,76891,54287,48404,11329,102866,3064,118575
3328:116357,114407,111158,18768,115235,73635,39849,99043,93558,68976
3329:92692,91190,91185,78944,71654,68882,4610,40217,27145,25719
3335:61337,58183,33991,59898,108716,93469,28778,60956,74983,42124
3346:3358,20471,117978,45712,41197,86539,86244,72466,21965,18275
3352:44479,29604,2721,120690,53802,17930,82699,71022,69339,68087
3353:108422,64732,52322,32772,31823,114181,105939,10158,33952,16385
3360:86717,28484,41271,30851,28236,107242,81997,22393,59273,89048
3374:64045,40464,87647,75983,31034,119576,9964,86875,79809,71685
3376:49839,15059,98686,76278,99034,94435,46,59381,12296,107954
3383:7375,56609,3562,3522,75644,53444,21372,113417,105055,75437
3386:84204,80026,79233,118747,101385,48901,96245,64120,26555,13746
3411:94971,114204,100654,64499,94518,77844,71559,69032,68117,55941
3412:6921,88275,79323,78657,72467,68683,56533,21113,2051,107299
3413:93435,57420,16713,12165,40880,25459,38198,15068,46845,9193
3416:36576,24310,39742,415,31095,2178,19777,52613,35209,24875
3419:94654,61764,65770,114367,85127,29303,86859,85720,81277,42468
3421:99423,98297,93448,71420,67797,62756,61201,60824,60328,56976
3423:67418,41068,30372,2680,119768,119323,114588,104068,88207,70742
3426:94242,28164,84222,21223,12576,31907,91147,81302,45317,30691
3428:75608,54410,33125,6853,93259,74140,8343,66062,65347,47630
3429:16445,48479,76309,6150,59898,44000,42965,108716,102830,101057
3431:80576,47290,3225,1730,88768,76,683,34500,2139
3432:99296,97239,94582,93894,93089,8827,86247,85120,85113,83569
3450:50344,95151,77156,69651,21979,110315,106759,62942,56337,66612
3453:97229,85374,73794,67544,49205,3708,32818,10584,103435,101987
3475:7774,117622,30439,15537,110743,93537,86892,58199,46857,43168
3478:59898,108716,97274,95172,12596,106928,105012,123326,105093,87672
3479:96302,85773,78170,34370,11106,107172,78698,44407,86384,84706
3480:110640,96315,60770,23078,77763,76288,101067,59898,108716,87125
3490:99305,112476,106593,98829,84056,64709,118258,11736,10480,35940
3500:5333,21733,103607,9459,91095,72195,69894,65069,63182,51968
3514:122025,121216,14163,70595,50455,94654,61764,81813,55752,38489
3546:90118,74098,61218,47295,43109,4080,108617,106635,104449,94952
3547:78847,119671,79702,57447,31323,86140,60241,46726,43419,95883
3551:99334,95780,89571,86940,80740,77041,7678,669,6441,55505
3557:22156,18404,103826,87235,79411,38375,22505,88086,74189,35047
3572:60680,31775,29630,87374,17,138,110194,901,81034,76
3579:62193,121971,117997,73347,65625,27523,111614,71933,92069,96318
3580:22955,18148,99390,81166,14681,98888,93073,92996,91005,88151
3593:26369,26058,35232,103490,75607,43067,31152,957,6994,46011
3599:41034,25525,102760,85433,75299,6811,8019,4908,40537,35342
3609:82393,122140,86789,79300,28146,18637,90805,86761,85660,83986
3610:66644,84356,54286,30608,51665,29989,102284,82254,5366,12129
3613:112109,107830,100877,8770,48384,27171,21696,10814,94480,79421
3628:9979,53730,35305,15838,112896,7275,6472,43731,336,11585
3656:94578,43441,27227,23744,64266,103247,6907,18760,90050,87497
3657:32006,63684,54093,73635,52468,35305,13044,78574,60956,47076
3663:93210,119134,27243,19088,123320,81569,62814,46247,256,16141
3674:67750,53813,40844,120522,36656,112687,67123,111440,102016,59771
3684:9877,6901,2414,18102,17990,10236,726,698,616,5398
3685:93366,90885,8567,83532,80815,68753,65014,63807,49172,17734
3686:88124,81,5767,5292,46540,431,3599,3214,25230,14635
3692:84207,50128,14366,92926,87820,87652,87119,84821,52274,50842
3694:68139,67527,44870,116214,109371,84081,80730,69205,105238,27733
3701:84591,88653,88352,112682,73092,52811,21709,65625,102284,4234
3702:93011,75597,72612,63968,61577,24600,20743,17448,119777,11349
3717:94513,54831,42759,115751,56211,30705,29658,29638,112714,112346
3721:47011,46248,32715,40839,58852,3363,23387,17715,79270,91575
3728:44996,108265,117051,6738,53016,29384,22555,12090,89008,39079
3735:97237,88852,83297,75636,71578,70710,65223,4751,40240,3875
3736:48479,17691,14594,6853,77456,7179,118957,101973,81013,66172
3737:83612,9958,64287,43030,96566,99296,97514,97239,96887,96861
3751:28857,25920,121004,105143,79186,44908,28588,21135,47912,38071
3752:70825,123026,99862,99791,99726,99669,99365,99103,99090,98847
3800:71222,110669,65302,119728,104540,97606,80186,57686,41050,17664
3811:66796,62094,55891,54909,15545,117938,9609,75251,7507,5550
3820:56740,122839,114279,105801,48479,99044,96318,45707,109468,93412
3840:73635,89048,65625,34537,34122,36428,26904,71933,86717,28484
3846:30838,27137,104020,73218,95375,94649,98250,97708,93434,90801
3849:27523,93469,73347,48479,78574,114518,83074,61122,49675,43604
3850:122227,65625,31152,49127,81031,63081,54924,51938,26369,19322
3857:28778,26661,265,87277,22302,121971,91953,872,65788,3363
3859:97274,32834,22441,78442,48428,40572,106865,81109,34833,25803
3862:98009,8302,81667,114476,96908,70139,68859,67389,54072,47949
3888:86391,81059,7489,73754,56009,39426,113378,9806,40880,25459
3911:114940,109535,10615,105814,28038,65386,51023,50460,35136,27094
3921:112620,58106,69468,58024,55773,9248,50018,3782,75790,56479
3929:38832,35020,35648,55272,115266,58209,39814,96336,72702,47161
3930:19065,99238,72401,492,36455,120667,78884,58224,31964,30429
3934:33373,31149,226,17084,301,2934,29058,115001,102873,6823
3947:53715,48479,81949,70336,45304,114877,9631,74657,89108,56916
3950:89403,23457,116962,114139,75601,48479,55132,116320,5181,33407
3962:73450,6539,49080,116667,95317,63553,6169,5931,45256,25607
3974:4682,26490,1677,15928,104704,7008,8258,81362,38716,2303
3975:63883,31228,16176,14658,120311,106103,85345,45723,29857,25672
3988:81222,112620,77045,59098,55285,23996,20812,15243,106081,104404
4006:51064,30522,120690,8880,87599,64834,39475,122911,93750,91048
4007:71698,69933,65965,52098,42924,35264,31426,2015,1538,84626
4008:28116,97794,96497,95286,92603,92369,88416,83493,73697,71786
4009:90093,70006,60061,51739,30578,16011,105015,91219,18225,17272
4028:22745,119674,93563,61470,31565,20176,16620,16422,74845,69468
4031:67418,41672,41068,30372,2680,119768,119323,114588,104068,88207
4035:65386,75669,72256,22269,21291,94064,93043,4734,3375,26586
4053:81621,61172,112274,92507,82326,74095,59744,57895,56088,48100
4064:48648,79828,54341,42379,2261,13230,105000,43503,36656,112687
4067:111425,15174,5709,84408,70256,31214,33976,93300,7894,60668
4068:87795,76448,60868,35233,100892,88937,41287,36062,2703,106459
4069:16445,48479,27523,70942,64765,31483,14702,12094,114849,59898
4076:44898,39934,2139,87178,42870,17376,12781,97710,73912,73762
4084:85028,6396,47571,20851,115397,76093,68998,17809,119049,100649
4091:106261,54001,53441,21535,121071,121013,88394,6742,34066,28650
4098:73218,2700,12821,9726,668,5368,15763,9862,9041,6456
4103:76916,71622,70332,117982,58337,27306,36007,19169,13990,114216
4104:33822,24536,60611,42032,24150,20090,87590,87589,69420,68551
4124:13660,19745,99892,9866,86950,57938,2703,88091,25910,24931
4132:34031,14258,103051,73837,97133,95314,66531,58391,47460,123330
4134:12084,44239,202,122533,111949,34013,33892,90824,84266,79911
4138:90564,87483,74645,71806,46144,35244,3314,31645,1938,117155
4140:61338,76504,71228,6674,45614,23895,3111,69983,6544,53052
4158:118193,103386,4616,95211,16669,69656,34588,119470,99405,9684
4164:34435,100330,96552,67976,3611,119090,112773,108746,102452,48889
4167:8968,89112,53332,22870,96247,89230,88083,8707,79864,77444
4171:57427,111964,73510,18953,18143,76428,3610,27600,105781,93941
4177:96914,95452,94474,88864,83965,81107,79610,72293,70845,70541
4179:72273,64257,35006,29785,25603,96996,44730,32294,91406,79083
4184:81031,63081,54924,51938,20025,95172,12596,106928,105012,90805
4190:70490,50100,35640,31469,20154,1556,108157,83258,6774,509
4209:38904,866,61418,45182,361,1164,88331,83954,74525,6694
4210:77145,6351,29817,27037,74418,29883,51829,54365,50079,93307
4211:91309,88132,4600,43926,28789,108608,100732
4213:98107,57615,45141,43175,33314,29131,120236,109720,105657,58799
4237:85126,9806,37803,75555,33097,71556,92069,65625,29183,85511
4242:80377,121017,84928,74864,90205,84733,93819,15363,90574,48977
4248:83762,32758,29509,88504,39946,25889,16247,86884,86333,61489
4249:97814,8200,59473,52666,48108,43358,25854,22009,19910,97245
4265:73710,121407,75536,8271,122735,94635,89817,65203,20085,1949
4269:81013,66172,48360,5281,15803,32006,61337,58183,33991,117997
4273:42793,81170,74340,72677,43993,103670,102999,98186,106849,43752
4275:119671,9631,74657,99982,39432,25587,108533,90452,59204,28469
4277:82948,63900,63857,57595,55091,46687,45054,17292,106758,102255
4281:75601,69771,47182,28101,21178,119030,93259,92300,84575,74140
4301:6853,74587,69262,50840,46330,96754,93751,85886,85568,72650
4303:94605,81530,68839,100804,87123,83241,26840,31915,93648,54608
4304:6853,48479,59898,108716,119832,8177,123220,86462,74003,58711
4344:14366,18204,85002,73114,69359,57369,39833,29292,18484,55929
4353:94478,66277,63313,24463,107757,97562,96201,89007,84433,80408
4357:29063,16781,104805,91459,67877,67643,120198,111589,12417,61655
4365:88597,88577,52007,4340,72591,38368,99105,95443,91724,86642
4371:98753,8243,79410,75500,48084,44655,24536,23646,120765,118254
4372:97338,74694,70742,69468,49855,119505,113671,96230,94051,65437
4399:89581,89284,7490,66158,63550,53876,5238,122528,107977,8508
4400:9833,62386,14772,1797,123040,104759,5851,75427,82266,53142
4407:39916,20222,59235,50350,46586,28862,58493,4161,103055,113681
4424:14602,83937,47755,94694,8873,88527,88078,861,826,76166
4426:33137,31820,120437,114133,95591,85105,42487,8764,35303,4455
4436:69552,50280,47015,22013,18073,115731,70333,93350,114642,107406
4453:95577,931,88754,84163,840,8153,81363,81,8069,8
4457:79197,79131,7261,98656,86334,81556,74358,74066,68909,67319
4458:18708,9101,27367,69264,17910,76674,73368,41139,36183,16098
4466:48479,78574,17691,14594,13230,114518,43752,118641,27523,84450
4469:43621,35069,21665,114746,10893,57335,118767,117665,108047,105050
4482:5181,76111,33976,79828,54341,42379,2261,93763,58736,20684
4507:11632,54530,39808,92132,70332,58337,29183,27306,107478,93647
4514:74588,108955,84202,54338,44626,43375,37143,35657,121921,119249
4517:54530,39808,81031,63081,54924,51938,65583,44288,102284,70126
4519:6130,37309,3223,27460,107592,1239,98885,84014,8327,71264
4522:26525,4881,115414,111411,1332,89705,68348,4751,2656,54390
4530:46379,121944,101048,33407,96230,94051,57052,48035,13422,65491
4537:111565,7649,40356,89699,75140,49860,39753,68179,45641,22713
4543:94774,54300,43685,8214,101324,70221,10299,94830,51902,30356
4562:76110,71006,39561,29876,50344,25740,121358,66612,43892,30581
4578:73635,33407,98781,49804,25250,119095,51407,31068,14366,28287
4588:54496,31397,81031,63081,54924,51938,96234,52806,35896,34849
4618:93390,89550,82788,74502,72644,71988,70053,67913,60692,59334
4633:100082,8977,82785,7098,16487,68023,101124,21206,35545,64503
4637:80020,79749,69811,25990,112559,100737,85219,75969,66308,33413
4640:48479,98663,62724,56136,45825,42315,36438,121573,101840,101101
4641:93630,79276,113702,119371,32556,13338,121651,93551,79022,62472
4642:35143,72144,58532,5447,43835,30211,28291,114464,91049,60793
4651:72072,49033,41648,99044,57772,96310,48873,23253,122981,113176
4665:57215,18394,93562,92901,90549,82057,38197,31218,117700,106798
4666:4479
4682:95041,82008,380,37778,14714,7680,44696,3253,57448,48127
4687:86735,74613,64439,43924,35015,118119,88056,59691,14366,14163
4692:108358,75378,62426,45712,41197,31363,121880,95593,53455,24176
4702:13617,8892,72788,67691,3509,83972,60121,7386,47507,36929
4730:91123,67831,64567,61696,54484,53376,5281,48803,44024,15803
4736:15650,73632,60273,57177,19054,12932,114545,91647,93411,88667
4745:86033,52823,47636,103445,89581,89284,7490,66158,63550,53876
4749:67521,62547,85564,9752,64988,34080,117284,111185,85561,17608
4751:375,19710,3159,61140,17420,86707,37670,12734,45095,7585
4760:90348,58737,37648,24317,16953,114626,98578,97134,70644,66822
4762:91401,82740,77728,600,120700,78078,77131,6885,66499,66356
4767:83588,47291,90385,55449,80267,43332,67362,62148,1068,10453
4774:48479,59771,38739,33380,20519,115271,100784,20025,98707,44886
4779:83815,87062,57271,46430,67110,30074,77873,61207,23302,119199
4788:89048,29183,86452,78344,44940,9776,48536,70780,25125,83074
4794:96302,85773,78170,34370,11106,107172,78698,44407,86384,84706
4796:77209,77000,43700,32343,14403,106092,99182,96275,78605,71276
4797:90510,78119,66018,45226,23634,112936,107466,106309,20028,61551
4802:66967,56413,33054,122900,103656,111248,88790,98811,8840,62547
4816:99855,67370,48921,32945,122444,106038,56516,63090,104693,8695
4831:69707,24813,102410,67831,58151,118287,115043,113331,105713,88790
4834:22994,97904,94930,60097,38709,122469,121192,120766,118221,96534
4852:82452,53416,107013,8258,81362,38716,2303,103304,98810,94808
4863:93284,92106,89782,84660,82971,74396,73720,72571,71043,67940
4870:49048,113944,114333,99862,99791,99726,99669,99365,99103,99090
4875:81031,63081,54924,51938,85127,29303,76237,47301,99801,51413
4889:48479,116962,114139,17691,14594,6853,106435,81013,66172,48360
4894:74986,5962,4871,47538,37335,35283,28945,24522,23230,21640
4910:60822,41962,22566,104054,90356,8007,31583,14395,118649,89420
4919:66309,39647,31706,8645,24859,109011,92356,35653,33896,71530
4926:105713,92123,35172,115667,108358,53882,33012,121618,105653,99470
4934:65093,44149,106589,80274,113322,111182,108922,97075,96813,95232
4935:86343,54302,16191,14003,12783,122982,10950,36393,2251,106951
4944:30117,113789,68,50100,35640,31469,1556,12329,108157,87882
4946:3928,96181,102637,89461,8590,84975,80156,79942,78383,71895
4949:8454,84167,7624,6733,53622,3913,37725,24348,104812,9906
4951:72612,63968,61672,61577,24600,20743,11349,101687,40437,123258
4956:60072,105510,39881,91352,76833,3183,29721,112770,104526,54976
4961:89560,64172,46948,12652,98179,63047,61849,58996,35554,33957
4984:4826,616,302,29,2665,2618,25826,2512,244,236
4986:95997,86432,84505,84162,54716,52677,50974,47314,39156,32355
4992:99519,95389,71184,10554,74834,99426,92294,8318,57632,50039
4998:73635,33407,79544,79494,71362,14366,117989,96674,81747,55929
5001:20901,116307,109197,81031,63081,54924,51938,27998,93819,33749
5002:5502,26849,33774,54168,44975,43021,21405,605,52946,29077
5006:84258,82606,65308,61906,51606,117592,35891,32000,114861,40167
5007:108358,86404,118985,61338,52863,26152,98348,64771,42948,36704
5011:802,117347,115725,698,3548,96,8167,34773,91878,87178
5015:96797,73281,1106,76206,54938,53381,39405,3532,33260,17691
5018:122577,41706,40839,9727,8568,77731,6428,61688,53617,48701
5031:13141,95487,54530,39808,17584,104549,89403,23457,85022,70780
5039:98863,80214,764,59346,54318,29458,23959,17587,17222,1437
5040:92560,82583,81565,58108,57031,52344,48097,117085,116095,113164
5047:73951,72706,33857,29865,107063,73341,55304,34098,113023,104925
5048:84524,61757,38607,37248,90704,44776,17844,119394,105004,84308
5079:78574,114518,40839,48479,94325,35250,87229,117688,109491,73272
5086:8815,1224,104599,86026,81534,81459,75603,70966,46787,44066
5088:7105,1721,96767,7020,13807,88615,87512,76602,76357,70165
5089:99240,85783,48970,48674,54421,70745,61210,50528,41356,13584
5090:99952,91608,59017,57521,41570,33941,30472,121610,117859,18214
5097:99516,73050,58701,46931,34384,16487,15143,12059,107155,83277
5107:97560,922,85200,8375,78949,76818,59912,56566,46635,27478
5108:98900,87472,79200,78507,7816,77788,76679,76467,70869,64263
5119:61270,34768,17707,93819,34031,14258,103051,95340,39732,116615
5120:4277,13051,94683,90827,73441,65060,51650,49832,4731,47097
5129:59848,111234,97407,96493,89922,74174,67808,54956,53116,18158
5147:108533,86680,79522,74825,45166,34056,213,19110,14781,112070
5176:54545,52965,8485,54548,104123,92112,71458,93171,85195,122830
5180:9438,2992,2675,122327,109445,105809,74403,12218,38327,20623
5188:120956,56254,45816,117097,104236,73356,617,41640,38096,13419
5207:94411,81304,73991,60963,16671,105986,105497,102450,58113,47534
5208:73635,90805,30964,28971,118189,79300,28146,18637,48648,20901
5214:62207,36419,11797,65377,46554,15674,49469,99577,8676,62582
5217:88971,71644,66250,64590,57544,51542,48334,45592,45530,42301
5247:93300,46371,80070,78418,33162,24266,22468,12755,108390,8948
5271:99356,92036,89138,85703,64967,6035,58549,56922,53373,47187
5276:73638,780,77526,72879,58966,5315,39157,2937,224,20524
5279:16445,48479,27523,81013,66172,48360,25776,87128,66841,103045
5288:94216,73148,69434,56181,97216,65437,60469,41593,33326,27133
5294:25053,17576,62656,4101,28231,9990,96167,77846,75193,72145
5299:77987,68165,44526,59898,108716,34723,20901,116307,109197,79828
5300:68502,44923,54128,96356,91767,86316,84344,75510,74384,71018
5306:9462,59719,33231,27448,106304,55596,43685,43405,31783,21582
5309:61138,80526,106517,90477,88133,86285,105132,49246,9755,79463
5323:724,25412,650,6189,103121,93514,70927,50566,236,1764
5325:99343,68501,100151,43037,40273,20618,16073,89362,8611,62270
5329:43507,41259,17606,123223,121036,18105,42909,108056,78283,57731
5335:872,118903,109725,105354,65625,36030,29183,24150,69420,63396
5358:68087,57068,41539,118539,111668,106043,102141,94275,31955,30633
5361:92031,87303,2065,12860,24895,102999,14366,73347,65583,45825
5364:94612,74198,58919,18380,18327,16759,67430,34127,17721,35877
5378:52172,97274,77526,72879,58966,89581,89284,7490,66158,63550
5385:93412,27134,106052,81013,66172,48360,93469,95938,69128,38396
5387:73635,86851,5181,75601,20901,116307,109197,59898,108716,90449
5397:73635,14366,112917,81013,79844,66172,48360,118055,65814,44048
5398:71206,14910,104934,99182,95000,8538,46745,4091,40841,39482
5403:91741,46819,44521,121124,112979,110410,106009,81031,63081,54924
5425:74612,56140,92112,81813,65163,59013,55752,38489,27387,122361
5433:28862,78567,23765,19322,119671,61716,53659,13044,40422,122227
5434:95233,94030,84830,84606,78205,77855,77252,69393,55603,5311
5435:66395,5280,111614,85126,26369,28102,89048,93186,23404,102127
5436:123170,111058,58354,67883,108153,104525,13392,77456,77616,66010
5438:91656,60570,26403,88840,73833,59186,47865,4746,44682,9418
5449:71329,55893,48875,27166,114065,102412,92996,91005,88151,86493
5455:34031,14258,103051,97584,92044,59090,7768,55009,48576,34224
5456:92002,91579,89637,89348,77053,75327,60593,51185,50387,47907
5458:79533,76320,98019,37196,27688,112153,84806,43092,89523,8731
5462:10325,94071,4840,54009,90176,89542,43299,36242,34067,97338
5472:94264,3846,110382,29567,60647,89411,26503,109539,106739,105272
5474:77129,71001,30200,23881,6853,20025,92921,76318,14594,106503
5477:670,57338,28063,120430,117501,116695,112244,88419,78569,64461
5478:80565,77175,44086,20707,7091,48904,43736,4201,21441,13096
5479:85733,22569,115197,118585,69851,32888,30638,26295,96205,13896
5480:75555,33097,13044,81031,63081,54924,51938,95600,80913,72273
5499:64938,58992,58861,109677,43655,93635,9363,88651,8418,71787
5500:99656,96442,90787,90243,84530,79221,65045,63192,56320,54464
5502:85435,102122,97302,67521,10900,9480,6417,4797,37486,3514
5512:34833,25803,20399,106948,84478,78211,73926,73104,69672,63839
5527:13161,62547,82250,74409,73593,64980,57028,119298,107126,99514
5530:39263,39176,112011,109680,7481,53392,2384,15353,13482,4777
5535:98555,81281,41353,34649,23766,105300,26418,82406,59970,50935
5536:67074,34450,100652,94105,84195,69594,63459,17227,90405,68685
5542:92404,102068,89108,56916,44664,92491,47207,34688,16736,16437
5551:11446,59817,93436,67254,63554,58169,54204,52969,49342,105278
5562:52603,22774,101211,91406,16869,97754,95745,89450,8880,81890
5580:81149,18054,112450,103024,29185,25645,15176,123213,109418,107289
5584:94296,88903,88613,88431,87154,85057,83453,7897,78258,77271
5601:95113,22451,18699,17761,116424,114267,108614,105376,103821,100174
5611:80446,46146,84870,45876,43067,70159,45672,39444,34809,117457
5632:87453,75921,47034,41921,39995,117591,108762,94167,64072,62223
5640:77518,38974,98679,109245,66113,38566,13567,92491,6747,10093
5644:97409,83799,73494,70347,41569,4012,18602,14030,116647,98361
5645:2724,33861,100031,91639,82853,25162,115293,6416,47761,115152
5656:89826,42919,34267,102070,27998,29183,75281,71137,66251,5430
5666:30592,2265,750,2982,82343,3631,1358,10244,98342,96283
5683:69805,78938,29913,21584,104252,41369,31915,67780,46034,118208
5696:60846,57857,5121,47720,37861,113434,108118,104348,64261,32536
5702:122025,121216,73635,75595,15492,116246,113387,109464,108921,48648
5707:89376,92848,61868,42849,40555,102042,112023,85005,5427,97401
5717:93943,12507,75707,65331,62299,5671,45559,43481,33726,33445
5718:25839,72278,66010,99862,99791,99726,99669,99365,99103,99090
5721:98196,48002,24333,54344,53549,51698,3961,3474,51444,39482
5722:64066,28762,23685,30444,12481,8508,23449,101447,63883,31228
5741:93412,27134,20025,93469,81013,66172,48479,48360,85652,82369
5765:81605,54259,46124,49048,113944,81454,78472,65773,34524,84222
5766:101910,120,10015,986,913,90360,7585,74238,680,6669
5780:104389,121345,106238,10120,101427,46330,114589,104115,103933,48479
5784:7017,61959,60285,31763,26869,21583,116364,87809,52237,38512
5788:1730,3591,74483,719,47847,28577,41373,18709
5798:75006,63308,51377,1761,14523,13186,6911,64311,59390,3823
5803:48479,6853,9586,85631,74641,33755,8177,123220,35940,32396
5817:48479,81013,66172,48360,34723,17691,14594,59898,108716,6853
5822:44325,2614,99915,92674,87630,72545,47377,39124,24348,17812
5834:95042,69634,64867,31810,116250,91652,60786,28220,111755,73133
5858:88141,86801,15988,97739,55390,10974,108421,28110,117129,75637
5863:81594,35169,101717,92337,68064,62071,62050,40397,88930,98666
5864:89539,60893,56545,13507,2653,63774,31548,121848,119335,11807
5865:90360,74238,31895,19872,14109,120460,74799,59396,39682,8166
5866:99986,97407,89922,56808,53773,41352,72558,122919,122649,99905
5876:67790,120705,86172,16449,150,118469,116438,113254,10895,102472
5884:9747,72897,85205,80121,78753,72795,62943,59580,53820,39864
5890:117982,26645,90244,112200,100711,98112,7511,45873,35819,13565
5894:88561,73793,70705,54976,54534,10016,9813,93152,67356,17800
5896:6779,65127,43442,14817,119275,118550,78685,77711,752,69499
5904:91431,11152,95617,92712,2265,98932,93649,5117,47283,35989
5905:77886,46876,46308,119053,118798,114729,112264,94747,84684,7218
5922:24150,872,65788,32926,70405,89048,88103,80078,71556,59413
5923:83241,82597,114958,20151,93648,50144,62547,49437,100245,70780
5943:27808,118101,93318,71644,42301,119673,118823,94205,77528,68500
5947:108822,48966,121824,103225,10860,17342,13683,78820,73040,29457
5956:29422,27266,52938,31248,72673,52258,31864,114411,97364,96939
5964:89692,79016,74856,53245,82000,56589,38597,29734,119385,115991
5978:76692,69474,6545,79605,54555,39373,37266,21028,1385,6117
5990:83983,88829,70239,57161,43591,21941,15951,109818,87258,14732
5994:64804,63574,19135,15777
6001:62292,75432,122085,44850,41193,30216,4784,4632,28110,117129
6002:11309,837,92724,81709,19342,113941,108509,44239,3931,17930
6013:61362,40377,15105,46161,2582,19733,84713,40785,35560,1675
6018:81890,22468,122908,110597,94925,92202,64150,39749,25081,99556
6020:29472,13624,11102,85562,112285,98169,97428,96379,95894,95768
6027:5851,75427,1797,123040,104759,88693,76461,67667,66661,53142
6031:6974,14642,80208,74776,6673,49173,46666,43032,12407,89846
6062:99911,8111,45051,8540,64025,45705,104410,76695,68282,34023
6067:118055,58658,51665,72296,56464,50780,281,119840,111390,111248
